ID,Title,Final Decision,Year,Evaluator1,Evaluator2,Evaluator3,E1=E2?,Judge reason,Acronym,Venue_name,Authors
A256,Industry practice of configuration auto-tuning for cloud applications and services,Exclude,2022,Exclude,Exclude,,TRUE,"The paper studies auto-tuning of configuration knobs in deployed cloud systems (ECS and ACK) and explicitly targets operators/enterprise users applying changes to live artifacts such as /etc/my.cnf and /proc/sys in running production environments. It focuses on post-deployment operational concerns like safety, distributed deployment, and repeated tuning in live systems.",ESEC,European Software Engineering Conference (ESEC),Runzhe Wang; Qinglong Wang; Yuxi Hu; Heyuan Shi; Yuheng Shen; Yu Zhan; Ying Fu; Zheng Liu; Xiaohai Shi; Yu Jiang
A257,AgileCtrl: a self-adaptive framework for configuration tuning,Include,2022,Include,Include,,TRUE,"The paper studies post-deployment, runtime configuration tuning and diagnosis in deployed systems (HDFS, HBase, Cassandra), focusing on how a self-adaptive framework (the actor) adjusts live configuration parameters (PerfConfs) and its own internal parameters (AdapConfs) to handle operational mismatches. The evaluations target runtime failures (performance oscillation, OOM, crashes) and runtime resource/workload mismatches, i.e., operational troubleshooting in running systems.",ESEC/FSE,Proceedings of the 30th ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering,Shu Wang; Henry Hoffmann; Shan Lu
A258,Industry practice of configuration auto-tuning for cloud applications and services,Exclude,2022,Exclude,Exclude,,TRUE,"The paper studies auto-tuning of configuration knobs in deployed cloud systems (ECS and ACK) and explicitly targets operators/enterprise users applying changes to live artifacts such as /etc/my.cnf and /proc/sys in running production environments. It focuses on post-deployment operational concerns like safety, distributed deployment, and repeated tuning in live systems.",ESEC/FSE,Proceedings of the 30th ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering,Runzhe Wang; Qinglong Wang; Yuxi Hu; Heyuan Shi; Yuheng Shen; Yu Zhan; Ying Fu; Zheng Liu; Xiaohai Shi; Yu Jiang
A259,LiteReconfig: cost and content aware reconfiguration of video object detection systems for mobile GPUs,Exclude,2022,Exclude,Exclude,,TRUE,"The paper studies runtime adaptation and reconfiguration of video object detection pipelines on mobile GPUs, focusing on a scheduler that selects execution branches and content features at inference time rather than operator-led diagnosis of configuration faults. It targets running vision systems and performance trade-offs on embedded devices, not post-deployment misconfiguration troubleshooting or repair of configuration files by operators.",EUROSYS,EuroSys European Conference on Computer Systems,Ran Xu; Jayoung Lee; Pengcheng Wang; Saurabh Bagchi; Yin Li; Somali Chaterji
A260,Precomputing reconfiguration strategies based on stochastic timed game automata,Exclude,2022,Exclude,Exclude,,TRUE,"The paper focuses on precomputing reconfiguration strategies at design time for self-adaptive systems to prevent runtime failures, which falls under design-time modeling and prevention rather than post-deployment operator troubleshooting",SOSYM,Software and Systems Modeling,Hendrik Göttmann; Birte Caesar; Lasse Beers; Malte Lochau; Andy Schrr; Alexander Fay
A261,Misconfiguration-Free Compositional SDN for Cloud Networks,Exclude,2022,Include,Exclude,Exclude,FALSE,"The paper explicitly targets post-deployment SDN policies at the data plane in IaaS cloud networks, analyzing tenant/operator-deployed switch-level match-action rules and compositional operators to find runtime function conflicts and redundant rules in running systems. Network is not in our scope.",TDSC,IEEE Transactions on Dependable and Secure Computing,Heng Pan; Zhenyu Li; Penghao Zhang; Penglai Cui; Kavé Salamatian; Gaogang Xie
A262,MespaConfig: Memory-Sparing Configuration Auto-Tuning for Co-Located In-Memory Cluster Computing Jobs,Exclude,2022,Exclude,Exclude,,TRUE,The paper focuses on automatic configuration tuning (auto-tuning) for,TSC,IEEE Transactions on Services Computing,Zan Zong; Lijie Wen; Xuming Hu; Rui Han; Qian Chen; Lin Li
A263,ConEx: Efficient Exploration of Big-Data System Configurations for Better Performance,Exclude,2022,Exclude,Exclude,,TRUE,The paper focuses on performance optimization (auto-tuning) to find better-,TSE,IEEE Transactions on Software Engineering,Rahul Krishna; Chong Tang; Kevin Sullivan; Baishakhi Ray
A264,We're Not Gonna Break It! Consistency-Preserving Operators for Efficient Product Line Configuration,Exclude,2022,Exclude,Exclude,,TRUE,"The paper studies automated optimal configuration of software product lines using feature models and search-based techniques, generating consistency-preserving operators and VB-rule encodings for use during genetic search; this is a design-time/product-derivation optimization of feature-model configurations (feature artifacts and offline operator generation), not post-deployment troubleshooting by operators on running systems.",TSE,IEEE Transactions on Software Engineering,José-Miguel Horcas; Daniel Strüber; Alexandru Burdusel; Jabier Martinez; Steffen Zschaler
A265,Poster: Privacy Risks from Misconfigured Android Content Providers,Exclude,2023,Exclude,Exclude,,TRUE,"The study analyzes deployed/running Android applications (14.4M apps via AndroidManifest.xml), applies static analysis and a custom attack app on a real device to confirm data leakage, so it addresses misconfigurations in live systems and their exploitation rather than design-time configuration.",CCS,ACM Conference on Computer and Communications Security,Christopher Lenk; Johannes Kinder
A266,Poster: Bridging Trust Gaps: Data Usage Transparency in Federated Data Ecosystems,Exclude,2023,Exclude,Exclude,,TRUE,The paper is a poster on data usage transparency in federated data ecosystems. It addresses trust and transparency in data ecosystems rather than software misconfiguration diagnosis or repair.,CCS,ACM Conference on Computer and Communications Security,Johannes Lohmller; Eduard Vlad; Markus Dahlmanns; Klaus Wehrle
A267,Evaluating state-of-the-art # SAT solvers on industrial configuration spaces,Exclude,2023,Exclude,Exclude,,TRUE,"The paper studies feature models and propositional model counting for product-line configuration (translating feature models to CNF/#SAT) and evaluates solvers for developers/analysts, not for operators troubleshooting running systems; it focuses on design-time variability analyses of feature models rather than post-deployment runtime misconfiguration diagnosis.",ESE,Empirical Software Engineering,Chico Sundermann; Tobias Heß; Michael Nieke; Paul Maximilian Bittner; Jeffrey M. Young; Thomas Thüm; Ina Schaefer
A268,Can the configuration of static analyses make resolving security vulnerabilities more effective? - A user study,Exclude,2023,Exclude,Exclude,,TRUE,"The study explicitly targets SAST tool configuration during development time within IDEs, with developers and security experts as actors and source code/projects as the artifacts; it is about pre-commit, in-IDE use rather than diagnosing or repairing misconfigurations in deployed/running systems.",ESE,Empirical Software Engineering,Goran Piskachev; Matthias Becker; Eric Bodden
A269,Can Machine Learning Pipelines Be Better Configured?,Exclude,2023,Exclude,Exclude,,TRUE,"The paper empirically studies runtime failures of real, deployable ML pipelines (it deploys 3,380 pipelines and runs 74,373 library-version variants) and analyzes performance inconsistencies, crashes and NaN bugs caused by ML library version combinations, reporting results to pipeline authors and library maintainers -i.e., it focuses on post-deployment/operator-facing troubleshooting of configuration (library-version) issues on real systems.",ESEC,European Software Engineering Conference (ESEC),Yibo Wang; Ying Wang; Tingwei Zhang; Yue Yu; Shing-Chi Cheung; Hai Yu; Zhiliang Zhu
A270,Pre-training Code Representation with Semantic Flow Graph for Effective Bug Localization,Exclude,2023,Exclude,Exclude,,TRUE,The paper pre-trains code representations for bug localization. It targets source-code fault localization rather than troubleshooting configuration errors in deployed systems.,ESEC,European Software Engineering Conference (ESEC),Yali Du; Zhongxing Yu
A271,ConfFix: Repairing Configuration Compatibility Issues in Android Apps,Exclude,2023,Exclude,Exclude,,TRUE,"The paper explicitly studies post-deployment/runtime configuration compatibility issues in running Android apps: it diagnoses inconsistent handling of resource XML attributes across Android API levels by replaying UI test scripts and operates on resource XML files used by app developers to fix runtime crashes and UI misrendering. The actors are app developers/operators and the artifact is deployed app XML configuration, with many patches submitted and merged upstream.",ISSTA,International Symposium on Software Testing and Analysis,Huaxun Huang; Chi Xu; Ming Wen; Yepang Liu; Shing-Chi Cheung
A272,ECSTATIC: Automatic Configuration-Aware Testing and Debugging of Static Analysis Tools,Exclude,2023,Exclude,Exclude,,TRUE,The paper focuses on developers/designers of static analysis tools and describes automated testing and debugging of configurable analyzers run inside Docker; it studies tool-internal configuration testing rather than operators diagnosing or fixing misconfigurations in deployed/running systems or real system configuration files.,ISSTA,International Symposium on Software Testing and Analysis,Austin Mordahl; Dakota Soles; Miao Miao; Zenong Zhang; Shiyi Wei
