Software,Link,Description,Year,Last Modified
Nginx,https://stackoverflow.com/questions/75287059/correct-proxy-configuration-for-nginx-server-to-access-rest-api,"I have a nginx-server configured as follows: server { listen 3000; listen [::]:3000; server_name .+; add_header Strict-Transport-Security ""max-age=15552000; includeSubDomains"" always; ... index index....",2023,2023
Nginx,https://stackoverflow.com/questions/75292053/nginx-not-appending-path-when-using-proxy-path,"I am trying to use Nginx as a reverse proxy for a few backends. It's probably not relevant, but the backends are all hosted within a single Docker network, and the network is being created using docke...",2023,2023
Nginx,https://stackoverflow.com/questions/75308060/django-static-files-are-not-found-inside-docker-container,"I am building a Django app with Docker. I run the command collectstatic in my entrypoint when database is ready. When I check my container, the /static/ folder is empty. Thus, Nginx cannot load the st...",2023,2023
Nginx,https://stackoverflow.com/questions/75326184/swashbuckle-swagger-try-it-out-behind-nginx-reverse-proxy,I'm trying to make the swaggerUI Try it out function to work behind NGINX reverse proxy. I'm using ASP.net Core with the package Swashbuckle Swagger Since I have multiple API I added a subdomain to my...,2023,2023
Nginx,https://stackoverflow.com/questions/75336216/nginx-is-it-possible-to-allow-access-from-certain-subnets-only-combining-with,"I need to deny access to site for all, except number of subnets, where the frontend proxies are located. At the same time I need to set real IP for further processing. The diagram looks something like...",2023,2023
Nginx,https://stackoverflow.com/questions/75347224/nginx-502-bad-gateway-if-index-html-is-not-in-url,i don't understand what i'm doing wrong so i hope somebody can help :) When i access http://10.0.0.54/index.html i get the right page but if i try to access http://10.0.0.54 instead of showing the ind...,2023,2023
Nginx,https://stackoverflow.com/questions/75347372/configuring-2-different-domain-on-2-different-ports-using-nginx-opening-same-web,server { listen 80; server_name www.domain1.com; root path_to_1st_website; proxy_pass http://127.0.0.1:3000; } server { listen 80; server_name www.domain2.com domain2.com; root path_to_2nd_website; pr...,2023,2023
Nginx,https://stackoverflow.com/questions/75359466/nginx-error-413-entity-too-large-on-aws-elb,"So,I am using Django for my backend application deployed on AWS Elastic Beanstalk (EC2 t2.micro, Amazon Linux 2). When I am trying to submit files (.mp4, pdf) that are obviously larger than 1MB, I get...",2023,2023
Nginx,https://stackoverflow.com/questions/75371033/how-to-invoke-a-rest-api-from-one-flask-container-to-another-deployed-as-two-dif,"I have an application deployed in a microk8s cluster. It has 3 components, frontend in angular, backend1 (port 5000) in flask and another set of backend2 (port 5001) services in another flask app. Ang...",2023,2023
Nginx,https://stackoverflow.com/questions/75407459/i-have-created-virtualhost-using-nginx-but-getting-403-forbidden,"I have set up a virtual host using nginx, but I am encountering a 403 Forbidden. This issue only occurs in Ubuntu 22.04, whereas the same configuration works fine on Ubuntu 20.04. I want to solve 403 ...",2023,2023
Nginx,https://stackoverflow.com/questions/75407845/unable-to-post-request-from-react-frontend-served-through-nginx-to-node-backend,I am hosting my express backend REST API and react frontend on the same linux server. I am serving the react build files on port 80 with nginx using HTTP protocol and the backend is run locally on por...,2023,2023
Nginx,https://stackoverflow.com/questions/75413014/nginx-serves-only-react-html-code-in-js-static-build-files-after-adding-try-file,I am building an React app image using this multi-stage build Dockerfile: FROM node:13.12.0-alpine as build WORKDIR /app ENV PATH /app/node_modules/.bin:$PATH COPY package.json ./ COPY package-lock.js...,2023,2023
Nginx,https://stackoverflow.com/questions/75415423/prevent-nginx-from-serving-local-index-html-instead-of-passing-to-proxied-server,"Found other similar questions, but none seem to work in my circumstance. I am attempting to proxy from NGINX to an IIS server which is hosting an archived website in its entirety. The site is coded wi...",2023,2023
Nginx,https://stackoverflow.com/questions/75445857/beanstalks-nginx-not-picking-the-conf-file-on-my-application-source-bundle,"I have a Spring Boot application built on Beanstalk (Amazon Linux 2), I need to increase the client_max_body_size because some form data I'm posting contains images and I'm getting the 413: Request To...",2023,2023
Nginx,https://stackoverflow.com/questions/75446207/how-to-configure-nginx-reverse-proxy-to-support-external-site-in-iframes,I'm in the unfortunate situation that I need to extend my react application with an iframe containing an external application. My application is hosted by a nginx reverse proxy that handles /api and s...,2023,2023
Nginx,https://stackoverflow.com/questions/75446961/run-3-websites-on-one-domain-using-nginx,"Lets say i have domain abc.com which redirects my server ip 1.2.3.4 i have 3 websites running on my server using docker container, 1st website ip 1.2.3.4:50/a 2nd website ip 1.2.3.4:60/b 3rd website i...",2023,2023
Nginx,https://stackoverflow.com/questions/75456504/nginx-cant-switch-root-folder-on-ubuntu-linux-aws-ec2-instance,"I am trying to switch the root file location for my nginx server. I have had this issue in the past for a couple months but gave up every time and just manually moved new html, css and javascript file...",2023,2023
Nginx,https://stackoverflow.com/questions/75467251/unable-to-set-custom-paths-for-multiple-apis-socket-io-expressjs-nginx,I'm trying to set up multiple APIs on a single VPS and serve them through Nginx. I want to have all of them in separate sub-locations like the example below: Express remote paths: [myhost].com/apps/ap...,2023,2023
Nginx,https://stackoverflow.com/questions/75475879/nginx-conflicts-static-files-when-serving-multiple-react-apps-in-same-domin-usin,This is my nginx configuration server{ listen 4000; server_name localhost; location / { root /usr/share/nginx/html/stg; try_files $uri /index.html =404; } location /marketing { root /usr/share/nginx/h...,2023,2023
Nginx,https://stackoverflow.com/questions/75245172/how-to-prevent-chrome-from-using-disk-cache-when-the-assets-change,Setup I have a static site served by Nginx. I use Webpack to build the assets with a contenthash in the filename: index.html main.723f2b08bd448896ca78.js main.18a850dffbe46cca9feb.css When I edit my J...,2023,2023
Nginx,https://stackoverflow.com/questions/75351290/host-angular-app-in-virtual-directory-return-index-for-all-paths,"I am completely lost here, I am trying to host an angular app in a path, and i cannot get it to work. I tried different hosting methods, apache, iis, nginx, where i am adding the setting ""baseHref"": ""...",2023,2023
Nginx,https://stackoverflow.com/questions/74977295/hosting-vue-app-with-nginx-and-express-api-on-same-host-do-i-need-two-ssl-certs,"I have an Ubuntu VPS, and I have dockerized a simple Vue App, which is served by Nginx. I have set up SSL for it. On same host, I have a container running Nodejs Express, which is routing simple queri...",2023,2023
Nginx,https://stackoverflow.com/questions/75075611/terraform-and-ec2-provisioning,I have been looking around for best practices provisioning a server but have yet to find one. The problem I am trying to solve is configuring an nginx.conf file in the new server setup by Terraform. S...,2023,2023
Others,https://stackoverflow.com/questions/398607,How to enable configSource attribute for Custom Configuration Section in .NET?,2008,2011
Others,https://stackoverflow.com/questions/266601,Spring configuration error,2008,2010
Others,https://stackoverflow.com/questions/238183,Is possible to change the default diff tool in Mercurial?,2008,2024
Others,https://stackoverflow.com/questions/1160/use-svn-revision-to-label-build-in-ccnet,I am using CCNET on a sample project with SVN as my source control. CCNET is configured to create a build on every check in. CCNET uses MSBuild to build the source code. I would like to use the latest,2008,2017
Others,https://stackoverflow.com/questions/1408/make-xampp-apache-serve-file-outside-of-htdocs-folder,"Is it possible to configure xampp to serve up a file outside of the htdocs directory? For instance, say I have a file located as follows: C:\projects\transitCalculator\trunk\TransitCalculator.php and",2008,2020
Others,https://stackoverflow.com/questions/2056/what-are-mvp-and-mvc-and-what-is-the-difference,"When looking beyond the RAD (drag-drop and configure) way of building user interfaces that many tools encourage you are likely to come across three design patterns called Model-View-Controller , Model",2008,2020
Others,https://stackoverflow.com/questions/2155/how-do-i-define-custom-web-config-sections-with-potential-child-elements-and-att,The web applications I develop often require co-dependent configuration settings and there are also settings that have to change as we move between each of our environments. All our settings are curre,2008,2021
Others,https://stackoverflow.com/questions/2959/how-to-get-indexing-service-and-modi-to-produce-full-text-over-ocr,"I have configured Indexing Service to index my files, which also include scanned images saved as hi-res TIFF files. I also installed MS Office 2003+ and configured MS Office Document Imaging (MODI) co",2008,2020
Others,https://stackoverflow.com/questions/3049/how-do-i-configure-and-communicate-with-a-serial-port,I need to send and receive data over serial connections (RS-232 and RS-422). How do I set up and communicate with such a connection? How do I figure out what the configuration settings (e.g. baud rate,2008,2024
Others,https://stackoverflow.com/questions/3996/how-do-i-configure-a-vista-ultimate-64bit-account-so-it-can-access-a-smb-share,"I have Windows File sharing enabled on an OS X 10.4 computer. It's accessible via \rudy\myshare for all the Windows users on the network, except for one guy running Vista Ultimate 64-bit edition. All",2008,2008
Others,https://stackoverflow.com/questions/4157/configurationmanager-appsettings-performance-concerns,I plan to be storing all my config settings in my application's app.config section (using the ConfigurationManager.AppSettings class). As the user changes settings using the app's UI (clicking checkbo,2008,2017
Others,https://stackoverflow.com/questions/4335/high-availability,Is there anyway to configure a WCF service with a failover endpoint if the primary endpoint dies? Kind of like being able to specify a failover server in a SQL cluster. Specifically I am using the TCP,2008,2015
